Genes
a1cf
a2m
a4galt
a4gnt
aaas
aacs
aadac
aak1
aamp
aanat
aars1
aasdhppt
aass
aatf
abat
abca1
abca12
abca2
abca3
abca4
abca5
abca6
abca7
abca8
abcb1
abcb11
abcb4
abcb6
abcb7
abcb8
abcb9
abcc1
abcc10
abcc2
abcc3
abcc4
abcc5
abcc8
abcc9
abcd1
abcd2
abcd3
abcd4
abce1
abcf1
abcf2
abcf3
abcg1
abcg2
abcg4
abcg5
abhd10
abhd11
abhd17a
abhd2
abhd3
abhd4
abhd5
abhd6
abhd8
abi1
abi2
abi3bp
abl1
abl2
ablim1
abo
abr
abraxas2
abt1
abtb2
acaa1
acaa2
acaca
acacb
acad10
acad8
acadl
acadm
acads
acadsb
acadvl
acan
acap2
acbd3
acbd4
acd
ace
ace2
ache
acin1
ackr1
ackr3
acly
aco1
aco2
acot11
acot13
acot7
acot8
acot9
acox1
acox2
acox3
acoxl
acp1
acp2
acp3
acp5
acp6
acr
acrv1
acsbg1
acsbg2
acsf2
acsl1
acsl3
acsl4
acsl5
acsl6
acsm1
acsm3
acss3
acta2
actc1
actg2
actl6a
actl6b
actl7a
actl8
actn1
actn2
actn3
actn4
actr10
actr1a
actr1b
actr2
actr3
actr3b
actr5
actr6
actr8
acvr1
acvr1b
acvr2a
acvr2b
acvrl1
acyp1
acyp2
ada
ada2
adam10
adam11
adam12
adam15
adam17
adam19
adam2
adam20
adam21
adam22
adam28
adam30
adam7
adam8
adam9
adamdec1
adamts1
adamts12
adamts13
adamts2
adamts20
adamts3
adamts5
adamts6
adamts8
adamts9
adamtsl2
adamtsl3
adamtsl4
adap1
adap2
adar
adarb1
adarb2
adat1
adck2
adcy1
adcy10
adcy2
adcy6
adcy7
adcy8
adcy9
adcyap1
adcyap1r1
add1
add2
add3
adgra2
adgra3
adgrb1
adgrb2
adgrb3
adgrd2
adgre1
adgre2
adgre3
adgre5
adgrf1
adgrf5
adgrg1
adgrg2
adgrg3
adgrl1
adgrl2
adgrl3
adgrv1
adh1a
adh1b
adh1c
adh5
adh6
adi1
adipoq
adipor1
adipor2
adk
adm
adm2
adnp
adnp2
adora1
adora2b
adora3
adpgk
adprh
adra1b
adra1d
adra2a
adra2b
adra2c
adrb1
adrb2
adrb3
adrm1
adsl
adss2
aebp1
aen
afap1
afdn
aff1
aff2
aff3
afg3l2
afm
aga
agap1
agap2
agbl2
agbl3
agbl5
ager
agfg1
agfg2
aggf1
agk
agl
agmat
ago1
ago3
ago4
agpat1
agpat2
agpat3
agpat4
agpat5
agps
agr2
agrn
agrp
agtpbp1
agtr1
agxt
ahctf1
ahcy
ahcyl1
ahcyl2
ahdc1
ahi1
ahnak
ahr
ahsa1
ahsg
ahsp
aicda
aif1
aifm1
aim2
aimp1
aimp2
aipl1
aire
ajap1
ak1
ak2
ak5
akap1
akap10
akap11
akap12
akap13
akap3
akap4
akap5
akap6
akap7
akap8
akap8l
akap9
akr1a1
akr1b1
akr1b10
akr1c1
akr1c3
akr1c4
akr1d1
akr7a2
akr7a3
akt1
akt2
akt3
aktip
alad
alas1
alas2
alb
alcam
aldh1a1
aldh1a2
aldh1a3
aldh1b1
aldh1l1
aldh2
aldh3a1
aldh3a2
aldh3b1
aldh3b2
aldh4a1
aldh5a1
aldh6a1
aldh7a1
aldh8a1
aldh9a1
aldoa
aldob
aldoc
alg12
alg13
alg3
alg5
alg6
alg8
alg9
alk
alkbh1
alkbh4
allc
alms1
alox12
alox12b
alox15
alox15b
alox5
alox5ap
aloxe3
alpg
alpi
alpk3
alpl
alpp
als2cl
alx4
amacr
ambn
ambp
ambra1
amd1
amelx
amely
amfr
amhr2
amigo2
ammecr1
amot
amotl2
ampd1
ampd2
ampd3
amph
amt
amz2
anapc10
anapc13
anapc2
anapc5
ang
angel1
angel2
angpt1
angpt2
angpt4
angptl3
angptl4
angptl7
ank1
ank2
ank3
ankef1
ankfy1
ankh
ankmy1
ankmy2
ankra2
ankrd1
ankrd10
ankrd11
ankrd12
ankrd17
ankrd2
ankrd26
ankrd27
ankrd28
ankrd36
ankrd40
ankrd46
ankrd49
ankrd53
ankrd55
ankrd6
ankrd7
anks1a
anks1b
ankzf1
ano1
ano10
ano2
ano3
anos1
anp32a
anp32b
anp32c
anp32e
anpep
antxr1
anxa1
anxa10
anxa11
anxa13
